0.0293129,0.0022597,0.00121816,0.000722766,0.0231176,0.000953866,file4744.data,0.00104009
0.0366214,0.00208949,0.00111195,0.000692263,0.0307761,0.00094755,file4407.data,0.0010033
0.0481847,0.00233187,0.00123369,0.000770033,0.0252485,0.000924329,file1000.data,0.0176751
0.0346918,0.002292,0.00125978,0.000718822,0.0280633,0.00111209,file4594.data,0.00124477
0.0336858,0.00225392,0.00129121,0.000727707,0.0274215,0.000967966,file4754.data,0.00102248
0.0469781,0.00224449,0.00121538,0.00074364,0.0391173,0.00175592,file4754.data,0.00190024
0.0509106,0.00249396,0.00581712,0.000791699,0.0374845,0.00185704,file4754.data,0.00246509
0.0523239,0.00249103,0.00577196,0.000837071,0.0406407,0.00126355,file4754.data,0.00131877
0.0478129,0.00221768,0.00124249,0.00072111,0.0409087,0.00122429,file4539.data,0.00149759
0.042774,0.00234883,0.00120914,0.000717923,0.0361048,0.00110998,file5029.data,0.00128151
0.0493065,0.00220531,0.0011716,0.000700201,0.0410083,0.00186025,file5255.data,0.00235985
0.0850898,0.00307813,0.00236564,0.00100368,0.0691107,0.00500936,file9574.data,0.00452021
0.0900524,0.00543569,0.00174913,0.000559441,0.074743,0.00370356,file52510.data,0.0038595
0.0914864,0.00224011,0.00171565,0.000719485,0.0770754,0.00493142,file50447.data,0.00480221
0.0831187,0.00214029,0.0015632,0.000665946,0.0736367,0.00239838,file50446.data,0.00271294
0.0901098,0.00200565,0.00151693,0.00062578,0.0767598,0.00453499,file50453.data,0.00466494
0.223169,0.00184947,0.00247673,0.000592523,0.20854,0.00486616,file0.data,0.00484208
0.224915,0.00194558,0.00237245,0.00062138,0.210665,0.00462321,file5062.data,0.00468565
0.213177,0.00186929,0.00236446,0.000576642,0.201296,0.00353193,file43435.data,0.00353657
0.14702,0.00140628,0.00205891,0.000502008,0.137478,0.00279006,file83007.data,0.00278285
0.149019,0.00157689,0.00164579,0.000487814,0.137646,0.00380714,file83239.data,0.00385366
0.147992,0.00152075,0.00151341,0.000490756,0.138583,0.00466549,file341.data,0.00121743
0.388126,0.00209136,0.00272251,0.000643726,0.374533,0.0040765,file26649.data,0.00405754
0.401527,0.00192565,0.00269486,0.000603685,0.386661,0.00482442,file9855.data,0.00481543
